complex_id,complex_name,venues
sr:complex:33438,Club Avantage Multi-Sports,
sr:complex:33440,Rama Gardens Hotel,"[{'id': 'sr:venue:1357', 'name': 'Centre Court', 'city_name': 'Bangkok', 'country_name': 'Thailand', 'country_code': 'THA', 'timezone': 'Asia/Bangkok'}, {'id': 'sr:venue:1358', 'name': 'COURT 1', 'city_name': 'Bangkok', 'country_name': 'Thailand', 'country_code': 'THA', 'timezone': 'Asia/Bangkok'}, {'id': 'sr:venue:14788', 'name': 'Court 6', 'city_name': 'Bangkok', 'country_name': 'Thailand', 'country_code': 'THA', 'timezone': 'Asia/Bangkok'}, {'id': 'sr:venue:14790', 'name': 'Court 4', 'city_name': 'Bangkok', 'country_name': 'Thailand', 'country_code': 'THA', 'timezone': 'Asia/Bangkok'}, {'id': 'sr:venue:14792', 'name': 'Court 5', 'city_name': 'Bangkok', 'country_name': 'Thailand', 'country_code': 'THA', 'timezone': 'Asia/Bangkok'}, {'id': 'sr:venue:17522', 'name': 'Court 3', 'city_name': 'Bangkok', 'country_name': 'Thailand', 'country_code': 'THA', 'timezone': 'Asia/Bangkok'}]"
sr:complex:33442,Delmar International School,
sr:complex:33444,OMNI LA COSTA RESORT & SPA,
sr:complex:33446,Country Time Club,"[{'id': 'sr:venue:1915', 'name': 'Center Court', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:1916', 'name': 'Court 2', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:1917', 'name': 'Court 6', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:1918', 'name': 'Court 7', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:2422', 'name': 'Court 4', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:8323', 'name': 'Court 10', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:12005', 'name': 'Court 9', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:12045', 'name': 'Court 11', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:52597', 'name': 'Court 12', 'city_name': 'Palermo', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:33448,ŠRC MARINA PORTOROŽ,"[{'id': 'sr:venue:1930', 'name': 'Centre', 'city_name': 'Portoroz', 'country_name': 'Slovenia', 'country_code': 'SVN', 'timezone': 'Europe/Ljubljana'}, {'id': 'sr:venue:1931', 'name': 'Court 1', 'city_name': 'Portoroz', 'country_name': 'Slovenia', 'country_code': 'SVN', 'timezone': 'Europe/Ljubljana'}, {'id': 'sr:venue:1932', 'name': 'Court 2', 'city_name': 'Portoroz', 'country_name': 'Slovenia', 'country_code': 'SVN', 'timezone': 'Europe/Ljubljana'}, {'id': 'sr:venue:14402', 'name': 'Court D', 'city_name': 'Portoroz', 'country_name': 'Slovenia', 'country_code': 'SVN', 'timezone': 'Europe/Ljubljana'}, {'id': 'sr:venue:14404', 'name': 'Court C', 'city_name': 'Portoroz', 'country_name': 'Slovenia', 'country_code': 'SVN', 'timezone': 'Europe/Ljubljana'}, {'id': 'sr:venue:22362', 'name': 'Court A', 'city_name': 'Portoroz', 'country_name': 'Slovenia', 'country_code': 'SVN', 'timezone': 'Europe/Ljubljana'}]"
sr:complex:33450,Fangcun Tennis Sports Center,
sr:complex:33454,Netaji Indoor Stadium,
sr:complex:33456,Holiday Inn Crowne Plaza Hotel Asheville,
sr:complex:33458,Ligue d'Alsace de Tennis,
sr:complex:33460,I. Czech Lawn Tennis Club Praha,"[{'id': 'sr:venue:1921', 'name': 'Court 2', 'city_name': 'Prague', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:1922', 'name': 'Court 4', 'city_name': 'Prague', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:61363', 'name': 'Centre Court', 'city_name': 'Prague', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:77739', 'name': 'Court 3', 'city_name': 'Prague', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}]"
sr:complex:33462,Fes Country Club,
sr:complex:33466,Warszawianka Tennis Centre,
sr:complex:33468,LTTC Rot-Weiss,"[{'id': 'sr:venue:58730', 'name': 'Court 1', 'capacity': 1, 'city_name': 'Berlin', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:58732', 'name': 'Court 2', 'capacity': 1, 'city_name': 'Berlin', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:58758', 'name': 'Steffi Graf Stadion', 'capacity': 1, 'city_name': 'Berlin', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
sr:complex:33470,Amelia Island Plantation Resort,
sr:complex:33472,Romai Tennis Academy,"[{'id': 'sr:venue:59076', 'name': 'Centre Court', 'capacity': 1, 'city_name': 'Budapest', 'country_name': 'Hungary', 'country_code': 'HUN', 'timezone': 'Europe/Budapest'}, {'id': 'sr:venue:59078', 'name': 'Court 1', 'capacity': 1, 'city_name': 'Budapest', 'country_name': 'Hungary', 'country_code': 'HUN', 'timezone': 'Europe/Budapest'}, {'id': 'sr:venue:59080', 'name': 'Grandstand 4', 'capacity': 1, 'city_name': 'Budapest', 'country_name': 'Hungary', 'country_code': 'HUN', 'timezone': 'Europe/Budapest'}, {'id': 'sr:venue:78749', 'name': 'Grand Court', 'capacity': 1, 'city_name': 'Budapest', 'country_name': 'Hungary', 'country_code': 'HUN', 'timezone': 'Europe/Budapest'}]"
sr:complex:33474,El Recinto Ferial Casa de Campo,
sr:complex:33476,Impact Arena,
sr:complex:33478,Tokyo Metropolitan Gymnasium,"[{'id': 'sr:venue:48783', 'name': 'Table 1', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}]"
sr:complex:33482,Sporting Club de Tenis Valencia,"[{'id': 'sr:venue:1507', 'name': 'Court 1', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:1511', 'name': 'Pista 1', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:17192', 'name': 'Center Court', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:25858', 'name': 'Pista 3', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:25860', 'name': 'Pista 2', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:25864', 'name': 'Pista 4', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:34646', 'name': 'Court 2', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:34648', 'name': 'Court 4', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:46928', 'name': 'Court 3', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:68101', 'name': 'Court 9', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:68253', 'name': 'Court 7', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:68257', 'name': 'Court 5', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:80329', 'name': 'Pista Pablo Andujar', 'city_name': 'Valencia', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}]"
sr:complex:33484,Pörtschach Werzer Arena,
sr:complex:33486,Club Naval de Campo las Salinas,"[{'id': 'sr:venue:2922', 'name': 'Cancha 2', 'city_name': 'Vina del Mar', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:2936', 'name': 'Cancha 1', 'city_name': 'Vina del Mar', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:35804', 'name': 'Cancha Central', 'city_name': 'Vina del Mar', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:35806', 'name': 'Court 5', 'city_name': 'Vina del Mar', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}]"
sr:complex:33488,Hilton DFW Lakes,
sr:complex:33490,Sportingclub Bokkeduinen,
sr:complex:33492,Baku Tennis Academy,
sr:complex:33808,USTA Billie Jean King National Tennis Center,"[{'id': 'sr:venue:1308', 'name': 'Court 4', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1310', 'name': 'Arthur Ashe Stadium', 'capacity': 22547, 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1311', 'name': 'Court 5', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1312', 'name': 'Court 6', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1313', 'name': 'Court 7', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1314', 'name': 'Court 8', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1315', 'name': 'Court 9', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1316', 'name': 'Court 10', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1317', 'name': 'Court 11', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1318', 'name': 'Court 12', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1319', 'name': 'Court 13', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1320', 'name': 'Court 14', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1321', 'name': 'Court 15', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1322', 'name': 'Court 16', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1323', 'name': 'Stadium 17', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1324', 'name': 'Louis Armstrong Stadium', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1325', 'name': 'Grandstand', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:34336,Emirates Arena,
sr:complex:34586,Lanxess Arena,"[{'id': 'sr:venue:55019', 'name': 'MKG 1', 'capacity': 1, 'city_name': 'Cologne', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:55021', 'name': 'MKG 2', 'capacity': 1, 'city_name': 'Cologne', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
sr:complex:34736,Tiburon Peninsula Club,"[{'id': 'sr:venue:15190', 'name': 'Stadium Court', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:15192', 'name': 'Court 1', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:15194', 'name': 'Court 4', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:16890', 'name': 'Center Court', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:18735', 'name': 'Court 5', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:23654', 'name': 'Court 2', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:23656', 'name': 'Court 3', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:74388', 'name': 'Kennedy-Grossman', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:80217', 'name': 'Backer Mckenzie', 'city_name': 'Tiburon', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}]"
sr:complex:34766,Country Club de Bogota,"[{'id': 'sr:venue:57810', 'name': 'Cancha 2', 'city_name': 'Bogota', 'country_name': 'Colombia', 'country_code': 'COL', 'timezone': 'America/Bogota'}, {'id': 'sr:venue:57812', 'name': 'Cancha 3', 'city_name': 'Bogota', 'country_name': 'Colombia', 'country_code': 'COL', 'timezone': 'America/Bogota'}, {'id': 'sr:venue:57814', 'name': 'Cancha 4', 'city_name': 'Bogota', 'country_name': 'Colombia', 'country_code': 'COL', 'timezone': 'America/Bogota'}]"
sr:complex:34812,Almaty Tennis Center,"[{'id': 'sr:venue:22966', 'name': 'Court 6', 'city_name': 'Almaty', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:22968', 'name': 'Court 3', 'city_name': 'Almaty', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:22970', 'name': 'Court 5', 'city_name': 'Almaty', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:22972', 'name': 'Court 4', 'city_name': 'Almaty', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:23722', 'name': 'Court 2', 'city_name': 'Almaty', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:24080', 'name': 'Indoor 1', 'city_name': 'Almaty', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:24082', 'name': 'Indoor 2', 'city_name': 'Almaty', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}]"
sr:complex:34814,Sociedade Hipica de Campinas,"[{'id': 'sr:venue:14966', 'name': 'Center Court', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:14968', 'name': 'Court 1', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:14970', 'name': 'Court 2', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:16848', 'name': 'Quadra 3', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:18825', 'name': 'Quadra 4', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:23942', 'name': 'Quadra Joao Lima', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:23944', 'name': 'Court 8', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:27597', 'name': 'Court 7', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:27605', 'name': 'Court 6', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:27611', 'name': 'Quadra 5', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}, {'id': 'sr:venue:66743', 'name': 'Indoors', 'city_name': 'Campinas', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'Brazil/East'}]"
sr:complex:34816,Eve Zimmermann Tennis Center,"[{'id': 'sr:venue:18827', 'name': 'Court 1', 'city_name': 'Stockton', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:18829', 'name': 'Court 2', 'city_name': 'Stockton', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:18831', 'name': 'Court 5', 'city_name': 'Stockton', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:18833', 'name': 'Court 6', 'city_name': 'Stockton', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:18835', 'name': 'Stadium', 'city_name': 'Stockton', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:18837', 'name': 'Court 3', 'city_name': 'Stockton', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:18839', 'name': 'Court 4', 'city_name': 'Stockton', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}, {'id': 'sr:venue:23718', 'name': 'Center Court', 'city_name': 'Stockton', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/Los_Angeles'}]"
sr:complex:34896,Circolo del Tennis Firenze 1898,
sr:complex:35048,Sanchez-Casal Tennis Academy,"[{'id': 'sr:venue:60714', 'name': 'Pista 2', 'city_name': 'Barcelona', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}]"
sr:complex:35052,Santo Domingo Tennis Club La Bocha,"[{'id': 'sr:venue:15656', 'name': 'Estadio Central', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:15658', 'name': 'Cancha 1', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:15666', 'name': 'Cancha 2', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:26034', 'name': 'Court 8', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:26036', 'name': 'Cancha 7', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:26046', 'name': 'Court 9', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:26048', 'name': 'Court 10', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:26088', 'name': 'Court 11', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:26210', 'name': 'Court 12', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:26299', 'name': 'Court 5', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:65199', 'name': 'Estadio 4', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:65537', 'name': 'Estadio', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:65539', 'name': 'Estadio Mitur', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:65541', 'name': 'Cancha Avena Americana', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:65599', 'name': 'Cancha 3', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:73087', 'name': 'Estadio 3', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:73089', 'name': 'Estadio Sid', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}, {'id': 'sr:venue:79245', 'name': 'Estadio Brugal', 'city_name': 'Santo Domingo', 'country_name': 'Dominican Republic', 'country_code': 'DOM', 'timezone': 'America/Santo_Domingo'}]"
sr:complex:35054,Solano Community College Tennis Center,
sr:complex:35142,Lotto Arena,"[{'id': 'sr:venue:15640', 'name': 'Court 1', 'city_name': 'Antwerp', 'country_name': 'Belgium', 'country_code': 'BEL', 'timezone': 'Europe/Brussels'}, {'id': 'sr:venue:15642', 'name': 'Centre Court', 'city_name': 'Antwerp', 'country_name': 'Belgium', 'country_code': 'BEL', 'timezone': 'Europe/Brussels'}, {'id': 'sr:venue:24316', 'name': 'Court 2', 'city_name': 'Antwerp', 'country_name': 'Belgium', 'country_code': 'BEL', 'timezone': 'Europe/Brussels'}, {'id': 'sr:venue:24318', 'name': 'Court 3', 'city_name': 'Antwerp', 'country_name': 'Belgium', 'country_code': 'BEL', 'timezone': 'Europe/Brussels'}]"
sr:complex:35212,TC Ismaning,"[{'id': 'sr:venue:61255', 'name': 'Center Court', 'city_name': 'Ismaning', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:61257', 'name': 'Court 1', 'city_name': 'Ismaning', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
sr:complex:35214,Osten & Victor Alberta Tennis Centre,"[{'id': 'sr:venue:23100', 'name': 'Court 7', 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}, {'id': 'sr:venue:23102', 'name': 'Court 6', 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}, {'id': 'sr:venue:23104', 'name': 'Court 9', 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}, {'id': 'sr:venue:23106', 'name': 'Court 8', 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}, {'id': 'sr:venue:30653', 'name': 'Court 5', 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}, {'id': 'sr:venue:35206', 'name': 'National Bank Court', 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}, {'id': 'sr:venue:35208', 'name': 'Court 4', 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}, {'id': 'sr:venue:51499', 'name': 'Grandstand Court', 'capacity': 1, 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}, {'id': 'sr:venue:67609', 'name': 'Rogers Court', 'city_name': 'Calgary', 'country_name': 'Canada', 'country_code': 'CAN', 'timezone': 'America/Edmonton'}]"
sr:complex:35236,"Ningbo Tennis Center of WTA Ningbo, China w42","[{'id': 'sr:venue:15260', 'name': 'Center Court', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:15262', 'name': 'Court 7', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:15264', 'name': 'Court 8', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:17094', 'name': 'Court 6', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18934', 'name': 'Indoor 2', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18936', 'name': 'Indoor 3', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18940', 'name': 'Indoor 1', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18950', 'name': 'Indoor 4', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:24326', 'name': 'Court 1', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:24328', 'name': 'Court 2', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:24332', 'name': 'Court 3', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:80661', 'name': 'Indoor court 9', 'city_name': 'Ningbo', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}]"
