complex_id,complex_name,venues
sr:complex:63059,TTF Istanbul Tenis Merkezi,"[{'id': 'sr:venue:1940', 'name': 'Center Court', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:1941', 'name': 'Court A', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:1942', 'name': 'Court B', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:1951', 'name': 'Court C', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:14496', 'name': 'Court 1', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:14498', 'name': 'Court 2', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:14892', 'name': 'Court 3', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:14904', 'name': 'Court 6', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:16059', 'name': 'Court 4', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:16061', 'name': 'Court 5', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:16814', 'name': 'Court Steigenberger', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:22572', 'name': 'Court 7', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:34404', 'name': 'Indoor 3', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:34406', 'name': 'Indoor 2', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:39085', 'name': 'Pamukspor 1', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:55233', 'name': 'Indoor 1', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:57954', 'name': 'Court 1', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:60286', 'name': 'Court 9', 'capacity': 1, 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}, {'id': 'sr:venue:60348', 'name': 'Court 9', 'city_name': 'Istanbul', 'country_name': 'Turkiye', 'country_code': 'TUR', 'timezone': 'Europe/Istanbul'}]"
sr:complex:63245,SC Ostrava,"[{'id': 'sr:venue:77483', 'name': 'Centre Court', 'city_name': 'Ostrava', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:77485', 'name': 'Court 3', 'city_name': 'Ostrava', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:77487', 'name': 'Court 4', 'city_name': 'Ostrava', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}]"
sr:complex:63247,Tennis Club Garden,"[{'id': 'sr:venue:1763', 'name': 'Center Court', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:18169', 'name': 'Campo 3', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:18173', 'name': 'Campo 5', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:29194', 'name': 'Court 4 Tevere', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:29262', 'name': 'Campo Centrale', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:29518', 'name': 'Court 3', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:77469', 'name': 'FUSP Center Court', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:77471', 'name': 'Decathlon Court', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:77473', 'name': 'SICEurope Court', 'city_name': 'Rome', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:63249,Franklin Creek Tennis Center,"[{'id': 'sr:venue:13874', 'name': 'Court 6', 'city_name': 'Savannah', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:13876', 'name': 'Court 16', 'city_name': 'Savannah', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:20031', 'name': 'Court 15', 'city_name': 'Savannah', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:29060', 'name': 'Savannah Toyota Court', 'city_name': 'Savannah', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:32421', 'name': 'The Landings Club', 'city_name': 'Savannah', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:63251', 'name': 'Center Court', 'city_name': 'Savannah', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:63273', 'name': 'Landings Company Court', 'city_name': 'Savannah', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:70873', 'name': 'Atlantic Radiology Court', 'city_name': 'Savannah', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:63309,Parc ded Sports de Marville,"[{'id': 'sr:venue:34544', 'name': 'Court 6', 'city_name': 'Saint Malo', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:46324', 'name': 'Court 1', 'city_name': 'Saint Malo', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:46326', 'name': 'Court 2', 'city_name': 'Saint Malo', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:53391', 'name': 'Court Central', 'city_name': 'Saint Malo', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:53409', 'name': 'Court 4', 'city_name': 'Saint Malo', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:77559', 'name': 'Indoor Central', 'city_name': 'Saint Malo', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:77561', 'name': 'Indoor 1', 'city_name': 'Saint Malo', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:77563', 'name': 'Indoor 2', 'city_name': 'Saint Malo', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:63311,Danubis Tenniscenter Mauthausen,"[{'id': 'sr:venue:63313', 'name': 'Centre Court', 'city_name': 'Mauthausen', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}, {'id': 'sr:venue:63315', 'name': 'Court 1', 'city_name': 'Mauthausen', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}, {'id': 'sr:venue:63317', 'name': 'Court 2', 'city_name': 'Mauthausen', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}, {'id': 'sr:venue:63319', 'name': 'Cancha 3', 'city_name': 'Mauthausen', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}]"
sr:complex:63321,Country Club Aixois,"[{'id': 'sr:venue:18161', 'name': 'Court 1', 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:18163', 'name': 'Court 3', 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:18177', 'name': 'Court 5', 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:18183', 'name': 'Court Smart Trade', 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:18185', 'name': 'Court Nissan', 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:18193', 'name': 'Court Central Cepac', 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:39361', 'name': 'Court 2', 'capacity': 1, 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:70971', 'name': 'Court Credit Agricole', 'capacity': 1, 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:70975', 'name': 'Court Eiffage', 'city_name': 'Aix-en-Provence', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:63323,Costa Verde Tenis Clube,"[{'id': 'sr:venue:63325', 'name': 'Center Court', 'city_name': 'Salvador', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'America/Bahia'}, {'id': 'sr:venue:63373', 'name': 'Court 4', 'city_name': 'Salvador', 'country_name': 'Brazil', 'country_code': 'BRA', 'timezone': 'America/Bahia'}]"
sr:complex:63407,Villa Primrose,"[{'id': 'sr:venue:14040', 'name': 'Court Ideal Groupe', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:14042', 'name': 'Court 11', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:14062', 'name': 'Court 12', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:18197', 'name': 'Court Patrice Dominguez', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:18199', 'name': 'Court 2', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:29426', 'name': 'Indoors 16', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:29428', 'name': 'Indoors 17', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:29430', 'name': 'Indoors 18', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:63493', 'name': 'Court 4', 'city_name': 'Bordeaux', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:63409,Club de Tenis Coquimbo,"[{'id': 'sr:venue:63411', 'name': 'Center Court', 'city_name': 'Coquimbo', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:63413', 'name': 'Court 1', 'city_name': 'Coquimbo', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:63415', 'name': 'Court 3', 'city_name': 'Coquimbo', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:63417', 'name': 'Cancha 4', 'city_name': 'Coquimbo', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:63419', 'name': 'Court 2', 'city_name': 'Coquimbo', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:66897', 'name': 'Cancha Central', 'city_name': 'Coquimbo', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:66899', 'name': 'Cancha 2', 'city_name': 'Coquimbo', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}, {'id': 'sr:venue:66901', 'name': 'Cancha 3', 'city_name': 'Coquimbo', 'country_name': 'Chile', 'country_code': 'CHL', 'timezone': 'America/Santiago'}]"
sr:complex:63427,National Tennis Center,"[{'id': 'sr:venue:20045', 'name': 'Court 11', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:20047', 'name': 'Court 8', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:20053', 'name': 'Court 7', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:23768', 'name': 'Court 6', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:23774', 'name': 'Court 5', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:27201', 'name': 'Court 4', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:27203', 'name': 'Court 3', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:27205', 'name': 'Court 2', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:28519', 'name': 'Court 10', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:28579', 'name': 'Court 12', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:39115', 'name': 'Court 9', 'capacity': 1, 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:39281', 'name': 'Centre Court', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}, {'id': 'sr:venue:57068', 'name': 'Court 1', 'city_name': 'Shymkent', 'country_name': 'Kazakhstan', 'country_code': 'KAZ', 'timezone': 'Asia/Almaty'}]"
sr:complex:63429,Lagardere Paris Racing Club,"[{'id': 'sr:venue:63499', 'name': 'Court Central', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:63501', 'name': 'Court 1', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:63503', 'name': 'Court 2', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:71141', 'name': 'Court 3', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:63527,Circolo Tennis Francavilla al Mare Sporting Club,"[{'id': 'sr:venue:19917', 'name': 'Court 1', 'city_name': 'Francavilla al Mare', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:19919', 'name': 'Court 2', 'city_name': 'Francavilla al Mare', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:19921', 'name': 'Court 3', 'city_name': 'Francavilla al Mare', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:19927', 'name': 'Grandstand', 'city_name': 'Francavilla al Mare', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:19929', 'name': 'Center Court', 'city_name': 'Francavilla al Mare', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:63649,TC RW-Troisdorf e.V,"[{'id': 'sr:venue:39291', 'name': 'Court 6', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:39293', 'name': 'Court 1', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:39301', 'name': 'Court 7', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:39307', 'name': 'Court 8', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:39309', 'name': 'Court 5', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:39311', 'name': 'Centre Court 3', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:39313', 'name': 'Court 4', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:39315', 'name': 'Court 2', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:52311', 'name': 'Center Court', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:63675', 'name': 'B and B Court', 'city_name': 'Troisdorf', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
sr:complex:63833,TK Slovan Bratislava,"[{'id': 'sr:venue:17276', 'name': 'Court 1', 'city_name': 'Bratislava', 'country_name': 'Slovakia', 'country_code': 'SVK', 'timezone': 'Europe/Bratislava'}, {'id': 'sr:venue:22398', 'name': 'Court 4', 'city_name': 'Bratislava', 'country_name': 'Slovakia', 'country_code': 'SVK', 'timezone': 'Europe/Bratislava'}, {'id': 'sr:venue:22416', 'name': 'Court 6', 'city_name': 'Bratislava', 'country_name': 'Slovakia', 'country_code': 'SVK', 'timezone': 'Europe/Bratislava'}, {'id': 'sr:venue:63965', 'name': 'Court 9', 'city_name': 'Bratislava', 'country_name': 'Slovakia', 'country_code': 'SVK', 'timezone': 'Europe/Bratislava'}, {'id': 'sr:venue:71633', 'name': 'Central Court', 'city_name': 'Bratislava', 'country_name': 'Slovakia', 'country_code': 'SVK', 'timezone': 'Europe/Bratislava'}, {'id': 'sr:venue:71635', 'name': 'Court 8', 'city_name': 'Bratislava', 'country_name': 'Slovakia', 'country_code': 'SVK', 'timezone': 'Europe/Bratislava'}, {'id': 'sr:venue:71691', 'name': 'Court 11', 'city_name': 'Bratislava', 'country_name': 'Slovakia', 'country_code': 'SVK', 'timezone': 'Europe/Bratislava'}]"
sr:complex:63835,USTA National Campus,"[{'id': 'sr:venue:26671', 'name': 'Stadium', 'city_name': 'Orlando', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:26681', 'name': 'Court 5', 'city_name': 'Orlando', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:26683', 'name': 'Court 3', 'city_name': 'Orlando', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:27689', 'name': 'Court 1', 'city_name': 'Orlando', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:39976', 'name': 'Court 4', 'city_name': 'Orlando', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:39984', 'name': 'Court 2', 'city_name': 'Orlando', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:40046', 'name': 'Court 6', 'city_name': 'Orlando', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:61997', 'name': 'Indoor 2', 'city_name': 'Orlando', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:63907,Tenisovy Klub Prostejov,"[{'id': 'sr:venue:14122', 'name': 'Center Court', 'city_name': 'Prostejov', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:14124', 'name': 'Court 1', 'city_name': 'Prostejov', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:59764', 'name': 'Court 6', 'city_name': 'Prostejov', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:59772', 'name': 'Court 2', 'city_name': 'Prostejov', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}, {'id': 'sr:venue:63905', 'name': 'Prostejov Arena', 'city_name': 'Prostejov', 'country_name': 'Czechia', 'country_code': 'CZE', 'timezone': 'Europe/Prague'}]"
sr:complex:63933,OWL Arena,"[{'id': 'sr:venue:1843', 'name': 'TennisPoint Court', 'city_name': 'Halle', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:1844', 'name': 'Court 2', 'city_name': 'Halle', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:2387', 'name': 'Court 3', 'city_name': 'Halle', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:14170', 'name': 'Court 4', 'city_name': 'Halle', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:14172', 'name': 'Court 5', 'city_name': 'Halle', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:14174', 'name': 'Court 6', 'city_name': 'Halle', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:58726', 'name': 'Centre Court', 'city_name': 'Halle', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:71839', 'name': 'Owl Arena', 'city_name': 'Halle', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
sr:complex:63935,The Queen’s Club,
sr:complex:63937,CTC Corrientes Tennis Club,"[{'id': 'sr:venue:25482', 'name': 'Court 5', 'city_name': 'Corrientes', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Cordoba'}, {'id': 'sr:venue:25484', 'name': 'Court 2', 'city_name': 'Corrientes', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Cordoba'}, {'id': 'sr:venue:25486', 'name': 'Court 6', 'city_name': 'Corrientes', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Cordoba'}, {'id': 'sr:venue:25488', 'name': 'Court 1', 'city_name': 'Corrientes', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Cordoba'}, {'id': 'sr:venue:25490', 'name': 'Court 3', 'city_name': 'Corrientes', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Cordoba'}, {'id': 'sr:venue:35492', 'name': 'Court 4', 'city_name': 'Corrientes', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Cordoba'}, {'id': 'sr:venue:63939', 'name': 'Center Court', 'city_name': 'Corrientes', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Cordoba'}, {'id': 'sr:venue:64217', 'name': 'Estadio Leonardo Mayer', 'city_name': 'Corrientes', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Cordoba'}]"
sr:complex:63941,Steffi-Graf Stadium,"[{'id': 'sr:venue:58728', 'name': 'Centre Court', 'capacity': 1, 'city_name': 'Berlin', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
sr:complex:63943,Tennis Club Gaiba - Gaibledon,"[{'id': 'sr:venue:58698', 'name': 'Court 2', 'city_name': 'Gaiba', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:58700', 'name': 'Court 1', 'city_name': 'Gaiba', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:58702', 'name': 'Center Court', 'city_name': 'Gaiba', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:58714', 'name': 'Court 4', 'city_name': 'Gaiba', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:64261', 'name': 'Court 3', 'city_name': 'Gaiba', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:64051,Tenis Club Argentino,"[{'id': 'sr:venue:61849', 'name': 'Court Diego Schwarzman', 'city_name': 'Buenos Aires', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Buenos_Aires'}, {'id': 'sr:venue:64289', 'name': 'Enrique Morea', 'city_name': 'Buenos Aires', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Buenos_Aires'}, {'id': 'sr:venue:74522', 'name': 'Cancha Central', 'city_name': 'Buenos Aires', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Buenos_Aires'}, {'id': 'sr:venue:75897', 'name': 'Cancha 2', 'city_name': 'Buenos Aires', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Buenos_Aires'}, {'id': 'sr:venue:75899', 'name': 'Cancha 3', 'city_name': 'Buenos Aires', 'country_name': 'Argentina', 'country_code': 'ARG', 'timezone': 'America/Argentina/Buenos_Aires'}]"
